EVENT_ID,event_time,Event_Label,mlb_opponent,DayOfWeek,Homestand_Number,Series_Number,Game_Number,RegularSeason_Game,Promotion,GroupNight,Premium,Outcome,PartialPlan,Season,tickets_sold
20090001,4/4/09 13:05,4/4/09,San Francisco Giants,Saturday,NULL,NULL,0,Yes,Exhibition,,,,On Deck,2009,11610
20090002,4/10/09 19:05,4/10/09,Seattle Mariners,Friday,NULL,NULL,1,Yes,Opening Day,,,L,On Deck,2009,36056
20090003,4/11/09 13:05,4/11/09,Seattle Mariners,Saturday,NULL,NULL,2,Yes,,,,L,On Deck,2009,19647
20090004,4/12/09 13:05,4/12/09,Seattle Mariners,Sunday,NULL,NULL,3,Yes,,,,L,On Deck,2009,12158
20090005,4/13/09 19:05,4/13/09,Boston Red Sox,Monday,NULL,NULL,4,Yes,,,,W,Sac Fly,2009,21393
20090006,4/14/09 19:05,4/14/09,Boston Red Sox,Tuesday,NULL,NULL,5,Yes,,,,W,Sac Fly,2009,22197
20090007,4/15/09 12:35,4/15/09,Boston Red Sox,Wednesday,NULL,NULL,6,Yes,,,,L,Hit and Run,2009,35102
20090008,4/24/09 19:05,4/24/09,Tampa Bay Rays,Friday,NULL,NULL,7,Yes,Fireworks,,,L,On Deck,2009,20334
20090009,4/25/09 13:05,4/25/09,Tampa Bay Rays,Saturday,NULL,NULL,8,Yes,Matt Holliday Jersey,,,W,On Deck,2009,15506
20090010,4/26/09 13:05,4/26/09,Tampa Bay Rays,Sunday,NULL,NULL,9,Yes,,Little League Day,,W,On Deck,2009,18755
20090051,5/4/09 19:05,5/4/09,Los Angeles Angels,Monday,NULL,NULL,10,Yes,,,,L,Sac Fly,2009,10410
20090052,5/5/09 19:05,5/5/09,Los Angeles Angels,Tuesday,NULL,NULL,11,Yes,Fleece Blanket,,,L,Sac Fly,2009,13312
20090053,5/6/09 19:05,5/6/09,Texas Rangers,Wednesday,NULL,NULL,12,Yes,,,,L,Sac Fly,2009,15418
20090054,5/7/09 12:35,5/7/09,Texas Rangers,Thursday,NULL,NULL,13,Yes,,,,W,Hit and Run,2009,13723
20090055,5/8/09 19:05,5/8/09,Toronto Blue Jays,Friday,NULL,NULL,14,Yes,,,,W,On Deck,2009,14209
20090056,5/9/09 13:05,5/9/09,Toronto Blue Jays,Saturday,NULL,NULL,15,Yes,Justin Duchscherer Bobblehead,,,L,On Deck,2009,15877
20090057,5/10/09 13:05,5/10/09,Toronto Blue Jays,Sunday,NULL,NULL,16,Yes,,,,L,On Deck,2009,15146
20090058,5/12/09 19:05,5/12/09,Kansas City Royals,Tuesday,NULL,NULL,17,Yes,,,,W,Sac Fly,2009,9253
20090059,5/13/09 19:05,5/13/09,Kansas City Royals,Wednesday,NULL,NULL,18,Yes,,,,W,Sac Fly,2009,16200
20090060,5/22/09 19:05,5/22/09,Arizona Diamondbacks,Friday,NULL,NULL,19,Yes,,,,L,On Deck,2009,13649
20090061,5/23/09 18:05,5/23/09,Arizona Diamondbacks,Saturday,NULL,NULL,20,Yes,,,,L,On Deck,2009,21365
20090062,5/24/09 13:05,5/24/09,Arizona Diamondbacks,Sunday,NULL,NULL,21,Yes,,,,W,On Deck,2009,13919
20090063,5/25/09 13:05,5/25/09,Seattle Mariners,Monday,NULL,NULL,22,Yes,,,,W,Hit and Run,2009,15369
20090064,5/26/09 19:05,5/26/09,Seattle Mariners,Tuesday,NULL,NULL,23,Yes,,,,W,Sac Fly,2009,10440
20090065,5/27/09 12:35,5/27/09,Seattle Mariners,Wednesday,NULL,NULL,24,Yes,,,,L,Hit and Run,2009,30032
20090036,6/5/09 19:05,6/5/09,Baltimore Orioles,Friday,NULL,NULL,25,Yes,,,,W,On Deck,2009,12660
20090037,6/6/09 18:05,6/6/09,Baltimore Orioles,Saturday,NULL,NULL,26,Yes,,,,W,On Deck,2009,20389
20090038,6/7/09 13:05,6/7/09,Baltimore Orioles,Sunday,NULL,NULL,27,Yes,12-pack Cooler,,,W,On Deck,2009,17263
20090039,6/8/09 19:05,6/8/09,Minnesota Twins,Monday,NULL,NULL,28,Yes,,,,W,Sac Fly,2009,10269
20090040,6/9/09 19:05,6/9/09,Minnesota Twins,Tuesday,NULL,NULL,29,Yes,,,,L,Sac Fly,2009,10178
20090041,6/10/09 19:05,6/10/09,Minnesota Twins,Wednesday,NULL,NULL,30,Yes,,,,L,Sac Fly,2009,18174
20090042,6/11/09 12:35,6/11/09,Minnesota Twins,Thursday,NULL,NULL,31,Yes,,,,W,Hit and Run,2009,12332
20090043,6/22/09 19:05,6/22/09,San Francisco Giants,Monday,NULL,NULL,32,Yes,McGwire Jersey,,,W,Sac Fly,2009,27433
20090044,6/23/09 19:05,6/23/09,San Francisco Giants,Tuesday,NULL,NULL,33,Yes,1989 Reunion,,,L,Sac Fly,2009,32876
20090045,6/24/09 19:05,6/24/09,San Francisco Giants,Wednesday,NULL,NULL,34,Yes,,,,L,Sac Fly,2009,35072
20090046,6/26/09 19:05,6/26/09,Colorado Rockies,Friday,NULL,NULL,35,Yes,Fireworks,,,L,On Deck,2009,21078
20090047,6/27/09 18:05,6/27/09,Colorado Rockies,Saturday,NULL,NULL,36,Yes,,,,L,On Deck,2009,18686
20090048,6/28/09 13:05,6/28/09,Colorado Rockies,Sunday,NULL,NULL,37,Yes,,Little League Day,,L,On Deck,2009,15746
20090049,6/29/09 19:05,6/29/09,Detroit Tigers,Monday,NULL,NULL,38,Yes,,,,W,Sac Fly,2009,10631
20090050,6/30/09 19:05,6/30/09,Detroit Tigers,Tuesday,NULL,NULL,39,Yes,,,,L,Sac Fly,2009,12195
20090027,7/1/09 12:35,7/1/09,Detroit Tigers,Wednesday,NULL,NULL,40,Yes,,,,W,Hit and Run,2009,21270
20090028,7/16/09 19:05,7/16/09,Los Angeles Angels,Thursday,NULL,NULL,41,Yes,,,,L,Sac Fly,2009,11158
20090029,7/17/09 19:05,7/17/09,Los Angeles Angels,Friday,NULL,NULL,42,Yes,,,,W,On Deck,2009,17307
20090030,7/18/09 13:10,7/18/09,Los Angeles Angels,Saturday,NULL,NULL,43,Yes,,,,L,On Deck,2009,16589
20090031,7/19/09 13:05,7/19/09,Los Angeles Angels,Sunday,NULL,NULL,44,Yes,Suzuki T-Shirt,,,L,On Deck,2009,18654
20090032,7/20/09 19:05,7/20/09,Minnesota Twins,Monday,NULL,NULL,45,Yes,,,,W,Sac Fly,2009,10339
20090033,7/21/09 19:05,7/21/09,Minnesota Twins,Tuesday,NULL,NULL,46,Yes,,,,L,Sac Fly,2009,10866
20090034,7/22/09 12:35,7/22/09,Minnesota Twins,Wednesday,NULL,NULL,47,Yes,,,,W,Hit and Run,2009,22037
20090035,7/31/09 19:05,7/31/09,Toronto Blue Jays,Friday,NULL,NULL,48,Yes,,,,W,On Deck,2009,12214
20090011,8/1/09 18:20,8/1/09,Toronto Blue Jays,Saturday,NULL,NULL,49,Yes,Rickey Jersey,,,L,On Deck,2009,35110
20090012,8/2/09 13:05,8/2/09,Toronto Blue Jays,Sunday,NULL,NULL,50,Yes,,,,L,On Deck,2009,13130
20090013,8/3/09 19:05,8/3/09,Texas Rangers,Monday,NULL,NULL,51,Yes,,,,W,Sac Fly,2009,10610
20090014,8/4/09 19:05,8/4/09,Texas Rangers,Tuesday,NULL,NULL,52,Yes,,,,W,Sac Fly,2009,10870
20090015,8/5/09 19:05,8/5/09,Texas Rangers,Wednesday,NULL,NULL,53,Yes,,,,W,Sac Fly,2009,20600
20090016,8/6/09 12:35,8/6/09,Texas Rangers,Thursday,NULL,NULL,54,Yes,,,,L,Hit and Run,2009,17217
20090017,8/14/09 19:05,8/14/09,Chicago White Sox,Friday,NULL,NULL,55,Yes,,,,L,On Deck,2009,20476
20090018,8/15/09 13:05,8/15/09,Chicago White Sox,Saturday,NULL,NULL,56,Yes,Giveaway Hat,,,L,On Deck,2009,17806
20090019,8/16/09 13:05,8/16/09,Chicago White Sox,Sunday,NULL,NULL,57,Yes,TBTC Replica Jersey,,,W,On Deck,2009,20322
20090020,8/17/09 19:05,8/17/09,New York Yankees,Monday,NULL,NULL,58,Yes,,,,W,Sac Fly,2009,24428
20090021,8/18/09 19:05,8/18/09,New York Yankees,Tuesday,NULL,NULL,59,Yes,,,,L,Sac Fly,2009,25409
20090022,8/19/09 19:05,8/19/09,New York Yankees,Wednesday,NULL,NULL,60,Yes,,,,L,Sac Fly,2009,35084
20090023,8/21/09 19:05,8/21/09,Detroit Tigers,Friday,NULL,NULL,61,Yes,Giambi Bobblehead,,,L,On Deck,2009,15965
20090024,8/22/09 18:05,8/22/09,Detroit Tigers,Saturday,NULL,NULL,62,Yes,Fireworks,,,W,On Deck,2009,26350
20090025,8/23/09 13:05,8/23/09,Detroit Tigers,Sunday,NULL,NULL,63,Yes,,,,W,On Deck,2009,17766
20090026,8/31/09 19:05,8/31/09,Kansas City Royals,Monday,NULL,NULL,64,Yes,,,,W,Sac Fly,2009,9435
20090069,9/1/09 19:05,9/1/09,Kansas City Royals,Tuesday,NULL,NULL,65,Yes,,,,L,Sac Fly,2009,10074
20090070,9/2/09 12:35,9/2/09,Kansas City Royals,Wednesday,NULL,NULL,66,Yes,,,,W,Hit and Run,2009,13933
20090071,9/3/09 19:05,9/3/09,Seattle Mariners,Thursday,NULL,NULL,67,Yes,,,,L,Sac Fly,2009,10435
20090072,9/4/09 19:05,9/4/09,Seattle Mariners,Friday,NULL,NULL,68,Yes,,,,L,On Deck,2009,11750
20090073,9/5/09 18:05,9/5/09,Seattle Mariners,Saturday,NULL,NULL,69,Yes,,,,W,On Deck,2009,16665
20090074,9/6/09 13:05,9/6/09,Seattle Mariners,Sunday,NULL,NULL,70,Yes,,,,W,On Deck,2009,16541
20090075,9/17/09 19:05,9/17/09,Cleveland Indians,Thursday,NULL,NULL,71,Yes,,,,W,Sac Fly,2009,10911
20090076,9/18/09 19:05,9/18/09,Cleveland Indians,Friday,NULL,NULL,72,Yes,,,,W,On Deck,2009,23029
20090077,9/19/09 13:05,9/19/09,Cleveland Indians,Saturday,NULL,NULL,73,Yes,,,,W,On Deck,2009,17259
20090078,9/20/09 13:05,9/20/09,Cleveland Indians,Sunday,NULL,NULL,74,Yes,Player T-Shirt,,,W,On Deck,2009,15471
20090079,9/21/09 19:05,9/21/09,Texas Rangers,Monday,NULL,NULL,75,Yes,,,,L,Sac Fly,2009,10612
20090080,9/22/09 19:05,9/22/09,Texas Rangers,Tuesday,NULL,NULL,76,Yes,,,,W,Sac Fly,2009,10513
20090081,9/23/09 19:05,9/23/09,Texas Rangers,Wednesday,NULL,NULL,77,Yes,,,,L,Sac Fly,2009,18396
20090082,9/24/09 12:35,9/24/09,Texas Rangers,Thursday,NULL,NULL,78,Yes,,,,W,Hit and Run,2009,11172
20090066,10/2/09 19:05,10/2/09,Los Angeles Angels,Friday,NULL,NULL,79,Yes,,,,L,On Deck,2009,14665
20090067,10/3/09 13:05,10/3/09,Los Angeles Angels,Saturday,NULL,NULL,80,Yes,,,,L,On Deck,2009,15191
20090068,10/4/09 13:05,10/4/09,Los Angeles Angels,Sunday,NULL,NULL,81,Yes,Hat,,,L,On Deck,2009,16573
20100001,4/3/10 13:05,4/3/10,San Francisco Giants,Saturday,NULL,NULL,0,Yes,Exhibition,,,,On Deck,2010,16014
20100002,4/5/10 19:05,4/5/10,Seattle Mariners,Monday,NULL,NULL,1,Yes,Opening Day,,,L,On Deck,2010,30695
20100003,4/6/10 19:05,4/6/10,Seattle Mariners,Tuesday,NULL,NULL,2,Yes,,,,W,Sac Fly,2010,10104
20100004,4/7/10 19:05,4/7/10,Seattle Mariners,Wednesday,NULL,NULL,3,Yes,,,,W,Sac Fly,2010,18224
20100005,4/8/10 12:35,4/8/10,Seattle Mariners,Thursday,NULL,NULL,4,Yes,,,,W,Hit and Run,2010,12545
20100006,4/15/10 19:05,4/15/10,Baltimore Orioles,Thursday,NULL,NULL,5,Yes,Sluggie,,,W,Sac Fly,2010,17391
20100007,4/16/10 19:05,4/16/10,Baltimore Orioles,Friday,NULL,NULL,6,Yes,,,,W,On Deck,2010,12286
20100008,4/17/10 13:05,4/17/10,Baltimore Orioles,Saturday,NULL,NULL,7,Yes,Roy Steele Bobblehead,,,W,On Deck,2010,15197
20100009,4/18/10 13:05,4/18/10,Baltimore Orioles,Sunday,NULL,NULL,8,Yes,,,,L,On Deck,2010,14492
20100010,4/20/10 19:05,4/20/10,New York Yankees,Tuesday,NULL,NULL,9,Yes,,,,L,Sac Fly,2010,19865
20100011,4/21/10 19:05,4/21/10,New York Yankees,Wednesday,NULL,NULL,10,Yes,,,,L,Sac Fly,2010,30210
20100012,4/22/10 12:35,4/22/10,New York Yankees,Thursday,NULL,NULL,11,Yes,,,,W,Hit and Run,2010,22036
20100013,4/23/10 19:05,4/23/10,Cleveland Indians,Friday,NULL,NULL,12,Yes,,,,W,On Deck,2010,11651
20100014,4/24/10 13:05,4/24/10,Cleveland Indians,Saturday,NULL,NULL,13,Yes,Ryan Sweeney Jersey,,,L,On Deck,2010,16009
20100015,4/25/10 13:05,4/25/10,Cleveland Indians,Sunday,NULL,NULL,14,Yes,,Little League Day,,W,On Deck,2010,17043
20100054,5/3/10 19:05,5/3/10,Texas Rangers,Monday,NULL,NULL,15,Yes,,,,L,Sac Fly,2010,8905
20100055,5/4/10 19:05,5/4/10,Texas Rangers,Tuesday,NULL,NULL,16,Yes,,,,W,Sac Fly,2010,10197
20100056,5/5/10 12:35,5/5/10,Texas Rangers,Wednesday,NULL,NULL,17,Yes,,,,W,Hit and Run,2010,15463
20100057,5/7/10 19:05,5/7/10,Tampa Bay Rays,Friday,NULL,NULL,18,Yes,Fireworks,,,L,On Deck,2010,19335
20100058,5/8/10 13:05,5/8/10,Tampa Bay Rays,Saturday,NULL,NULL,19,Yes,Andrew Bailey Bobble,,,W,On Deck,2010,15565
20100059,5/9/10 13:05,5/9/10,Tampa Bay Rays,Sunday,NULL,NULL,20,Yes,,,,W,On Deck,2010,12284
20100060,5/17/10 19:05,5/17/10,Seattle Mariners,Monday,NULL,NULL,21,Yes,,,,W,Sac Fly,2010,10058
20100061,5/18/10 19:05,5/18/10,Seattle Mariners,Tuesday,NULL,NULL,22,Yes,,,,W,Sac Fly,2010,9272
20100062,5/19/10 19:05,5/19/10,Detroit Tigers,Wednesday,NULL,NULL,23,Yes,,,,L,Sac Fly,2010,19314
20100063,5/20/10 12:35,5/20/10,Detroit Tigers,Thursday,NULL,NULL,24,Yes,,,,L,Hit and Run,2010,24169
20100064,5/21/10 19:05,5/21/10,San Francisco Giants,Friday,NULL,NULL,25,Yes,,,,W,On Deck,2010,33408
20100065,5/22/10 13:00,5/22/10,San Francisco Giants,Saturday,NULL,NULL,26,Yes,,,,W,On Deck,2010,35091
20100066,5/23/10 13:05,5/23/10,San Francisco Giants,Sunday,NULL,NULL,27,Yes,,,,W,On Deck,2010,35100
20100041,6/4/10 19:05,6/4/10,Minnesota Twins,Friday,NULL,NULL,28,Yes,Fireworks from the field,,,L,On Deck,2010,21813
